State_name,State_FIPS,Year,Total_population,Total_households,Female_population,Male_population,Median_age,Median_household_income_past_12m,Bachelor_degree,Master_degree,Professional_degree,Doctorate_degree,Num_employed,Num_unemployed,Labor_force,Avg_household_size,Median_value_owner_occupied_housing,Median_gross_rent,Households_no_internet,Households_internet_subscription,Households_solar_energy_fuel,Num_under_18,Num_18_to_34,Num_35_to_64,Num_65_more,Num_industry_agriculture_fishing_hunting
Montana,30,2017,1050493.0,423091.0,524136.0,526357.0,40.0,53386.0,157326.0,53533.0,13596.0,9362.0,519277.0,18844.0,538121.0,2.41,231300.0,759.0,64140.0,346793.0,114.0,64259.0,20810.0,62960.0,32074.0,24657.0
Nebraska,31,2017,1920076.0,754490.0,960803.0,959273.0,36.5,59970.0,263330.0,95439.0,23353.0,16658.0,1008952.0,34967.0,1043919.0,2.48,155800.0,801.0,97146.0,640404.0,130.0,136011.0,40533.0,121916.0,48115.0,39562.0
Nevada,32,2017,2998039.0,1094613.0,1491787.0,1506252.0,38.0,58003.0,340110.0,120878.0,34858.0,17434.0,1424856.0,90032.0,1514888.0,2.7,258200.0,1051.0,141949.0,915335.0,2552.0,197812.0,52641.0,200868.0,76314.0,5332.0
New Hampshire,33,2017,1342795.0,528700.0,677054.0,665741.0,43.2,73381.0,216750.0,104196.0,18725.0,14221.0,728045.0,28888.0,756933.0,2.46,263600.0,1072.0,44810.0,469879.0,575.0,69352.0,28648.0,75329.0,40777.0,6201.0
New Jersey,34,2017,9005644.0,3218798.0,4608796.0,4396848.0,39.8,80088.0,1506899.0,712061.0,161480.0,96267.0,4493519.0,252810.0,4746329.0,2.74,334900.0,1284.0,340557.0,2801112.0,4801.0,532191.0,177249.0,574345.0,206885.0,12777.0
New Mexico,35,2017,2088070.0,767705.0,1053926.0,1034144.0,37.7,46744.0,211995.0,115804.0,25580.0,23121.0,870092.0,61065.0,931157.0,2.66,171300.0,813.0,153635.0,591302.0,3019.0,132665.0,46650.0,125456.0,54262.0,13191.0
Alabama,01,2017,4874747.0,1841665.0,2514851.0,2359896.0,38.9,48123.0,528019.0,228314.0,51819.0,36552.0,2065885.0,128302.0,2194187.0,2.58,141300.0,750.0,342494.0,1446030.0,60.0,301327.0,104575.0,291614.0,124016.0,21634.0
Alaska,02,2017,739795.0,250741.0,354019.0,385776.0,34.5,73181.0,86444.0,37005.0,10673.0,4562.0,344982.0,28267.0,373249.0,2.84,273100.0,1201.0,29185.0,216587.0,194.0,53454.0,15898.0,50217.0,17642.0,5700.0
Arizona,04,2017,7016270.0,2552972.0,3528548.0,3487722.0,37.7,56581.0,863062.0,373079.0,90457.0,56494.0,3125954.0,192721.0,3318675.0,2.69,223400.0,1020.0,299857.0,2196279.0,17871.0,446146.0,152176.0,433985.0,185531.0,27111.0
Arkansas,05,2017,3004279.0,1153082.0,1524597.0,1479682.0,38.1,45869.0,301294.0,116823.0,30772.0,21225.0,1296881.0,76495.0,1373376.0,2.53,128500.0,711.0,236499.0,845170.0,270.0,196553.0,65901.0,183196.0,80012.0,29015.0
California,06,2017,39536653.0,13005097.0,19886602.0,19650051.0,36.5,71805.0,5616449.0,2286009.0,649019.0,424770.0,18757501.0,1178551.0,19936052.0,2.98,509400.0,1447.0,1279460.0,11432470.0,80261.0,2527884.0,832225.0,2632867.0,861654.0,386000.0
New York,36,2017,19849399.0,7304332.0,10211503.0,9637896.0,38.7,64894.0,2794920.0,1592075.0,391553.0,201614.0,9634437.0,560001.0,10194438.0,2.64,314500.0,1226.0,986133.0,6111799.0,5988.0,1154229.0,406136.0,1215912.0,471065.0,45990.0
North Carolina,37,2017,10273419.0,3955069.0,5274881.0,4998538.0,38.8,52752.0,1406739.0,571243.0,121058.0,91639.0,4783062.0,266777.0,5049839.0,2.53,171200.0,861.0,602844.0,3241583.0,1849.0,627115.0,224812.0,633841.0,257009.0,51107.0
North Dakota,38,2017,755393.0,316306.0,367093.0,388300.0,35.4,61843.0,108045.0,30784.0,7948.0,5662.0,406875.0,12307.0,419182.0,2.31,194700.0,785.0,40236.0,257967.0,39.0,51692.0,19908.0,46798.0,17938.0,24438.0
Ohio,39,2017,11658609.0,4667192.0,5949355.0,5709254.0,39.3,54021.0,1381934.0,626841.0,134913.0,87662.0,5582008.0,303348.0,5885356.0,2.43,144200.0,772.0,648940.0,3899812.0,898.0,713510.0,242648.0,687240.0,310323.0,41442.0
Oklahoma,40,2017,3930864.0,1470364.0,1981878.0,1948986.0,36.6,50051.0,437243.0,161597.0,35948.0,25748.0,1758402.0,99619.0,1858021.0,2.6,137400.0,780.0,253941.0,1176348.0,140.0,271813.0,87458.0,244920.0,92220.0,27923.0
Oregon,41,2017,4142776.0,1603635.0,2088760.0,2054016.0,39.3,60212.0,609160.0,260431.0,63263.0,45563.0,1992899.0,107100.0,2099999.0,2.53,319200.0,1079.0,163668.0,1396956.0,1684.0,242849.0,79897.0,276169.0,121278.0,64839.0
Pennsylvania,42,2017,12805537.0,5008751.0,6533016.0,6272521.0,40.8,59195.0,1697397.0,800211.0,184166.0,135462.0,6173143.0,345226.0,6518369.0,2.47,181200.0,893.0,774130.0,4106866.0,2225.0,717143.0,265791.0,744858.0,347791.0,51964.0
Rhode Island,44,2017,1059639.0,408748.0,546441.0,513198.0,39.5,63870.0,149699.0,68812.0,14606.0,13407.0,537914.0,32751.0,570665.0,2.49,257800.0,941.0,49408.0,350545.0,47.0,55084.0,25810.0,60722.0,27791.0,2193.0
South Carolina,45,2017,5024369.0,1905100.0,2587467.0,2436902.0,39.4,50570.0,607024.0,262659.0,53525.0,41132.0,2272475.0,139747.0,2412222.0,2.57,161800.0,848.0,322206.0,1513868.0,1461.0,304385.0,117322.0,303170.0,138249.0,19885.0
South Dakota,46,2017,869666.0,344260.0,431237.0,438429.0,36.9,56521.0,109803.0,35691.0,10754.0,5490.0,442470.0,16208.0,458678.0,2.43,167600.0,722.0,54092.0,278592.0,83.0,60003.0,18310.0,51379.0,23590.0,25958.0
Tennessee,47,2017,6715984.0,2588655.0,3443849.0,3272135.0,38.6,51340.0,790840.0,327029.0,78860.0,57433.0,3130088.0,162289.0,3292377.0,2.53,167500.0,833.0,458383.0,2060303.0,927.0,412099.0,137331.0,413979.0,173180.0,29795.0
Texas,48,2017,28304596.0,9623874.0,14241895.0,14062701.0,34.7,59206.0,3510311.0,1371324.0,290221.0,199633.0,13201891.0,716417.0,13918308.0,2.88,172200.0,987.0,1343190.0,8034771.0,5484.0,2061923.0,639894.0,1914649.0,564863.0,111040.0
Vermont,50,2017,623657.0,256629.0,315847.0,307810.0,42.6,57513.0,98774.0,48963.0,11366.0,9063.0,326155.0,12759.0,338914.0,2.33,226300.0,950.0,33400.0,210329.0,612.0,32128.0,15084.0,34163.0,19630.0,8171.0
Utah,49,2017,3101833.0,975448.0,1538400.0,1563433.0,31.0,68358.0,416804.0,157207.0,33505.0,24926.0,1505003.0,55695.0,1560698.0,3.13,275100.0,986.0,73252.0,859162.0,2271.0,259071.0,71264.0,214497.0,55964.0,11679.0
Virginia,51,2017,8470020.0,3120880.0,4306266.0,4163754.0,38.2,71535.0,1270190.0,712006.0,145034.0,109986.0,4164930.0,200754.0,4365684.0,2.64,273400.0,1179.0,376676.0,2657479.0,892.0,515424.0,184775.0,548713.0,210006.0,26857.0
Washington,53,2017,7405743.0,2840377.0,3707128.0,3698615.0,37.7,70979.0,1130392.0,492107.0,112889.0,75731.0,3599753.0,186414.0,3786167.0,2.56,339000.0,1216.0,238772.0,2540240.0,1241.0,465971.0,144151.0,495335.0,187709.0,81008.0
West Virginia,54,2017,1815857.0,715308.0,918691.0,897166.0,42.4,43469.0,156378.0,77079.0,15623.0,9376.0,725200.0,51986.0,777186.0,2.47,119800.0,690.0,142616.0,545880.0,179.0,105877.0,38195.0,110898.0,59911.0,4231.0
Wisconsin,55,2017,5795483.0,2350293.0,2915029.0,2880454.0,39.5,59305.0,782676.0,301195.0,70544.0,48115.0,2979203.0,107459.0,3086662.0,2.4,178900.0,819.0,317908.0,1972831.0,696.0,348830.0,120097.0,353569.0,159792.0,62070.0
Wyoming,56,2017,579315.0,225796.0,283536.0,295779.0,37.5,60434.0,67312.0,30847.0,5754.0,3184.0,282202.0,15376.0,297578.0,2.5,214300.0,832.0,27462.0,189601.0,309.0,39270.0,12605.0,36797.0,17421.0,8725.0
Puerto Rico,72,2017,3337177.0,1191305.0,1745180.0,1591997.0,41.4,19343.0,428558.0,121293.0,28569.0,24099.0,1002763.0,196859.0,1199622.0,2.77,109800.0,453.0,428211.0,738321.0,4466.0,170609.0,75540.0,199531.0,85611.0,13716.0
Delaware,10,2017,961939.0,357937.0,496429.0,465510.0,40.1,62852.0,121442.0,65823.0,12528.0,12290.0,436376.0,24300.0,460676.0,2.62,252800.0,1086.0,35128.0,309588.0,646.0,57554.0,19362.0,54174.0,26529.0,4862.0
District of Columbia,11,2017,693972.0,281475.0,364894.0,329078.0,34.0,82372.0,118172.0,103144.0,39893.0,22310.0,378780.0,26726.0,405506.0,2.32,607200.0,1499.0,39962.0,233087.0,196.0,41923.0,14845.0,50457.0,11985.0,457.0
Connecticut,09,2017,3588184.0,1356762.0,1837537.0,1750647.0,40.9,74168.0,533791.0,311043.0,76815.0,42958.0,1805023.0,117360.0,1922383.0,2.56,273100.0,1125.0,156737.0,1165229.0,1029.0,193113.0,77425.0,207086.0,90889.0,5899.0
Florida,12,2017,20984400.0,7689964.0,10730133.0,10254267.0,42.0,52594.0,2839500.0,1127371.0,315744.0,171877.0,9488742.0,552245.0,10040987.0,2.67,214000.0,1128.0,968418.0,6416443.0,6965.0,1154444.0,400060.0,1259894.0,584727.0,85232.0
Georgia,13,2017,10429379.0,3745074.0,5358658.0,5070721.0,36.8,56183.0,1311611.0,585455.0,147724.0,86688.0,4841845.0,296040.0,5137885.0,2.72,173700.0,958.0,529975.0,3103424.0,469.0,684406.0,231424.0,670362.0,228469.0,42902.0
Idaho,16,2017,1716943.0,625135.0,854223.0,862720.0,36.3,52225.0,202800.0,66560.0,14146.0,14152.0,786913.0,34000.0,820913.0,2.7,207100.0,822.0,87244.0,519258.0,226.0,121450.0,39843.0,109172.0,45134.0,33843.0
Hawaii,15,2017,1427538.0,458078.0,711188.0,716350.0,39.2,77765.0,216993.0,77325.0,21497.0,12865.0,680505.0,29762.0,710267.0,3.02,617400.0,1573.0,55524.0,388435.0,16519.0,89313.0,24530.0,92993.0,40077.0,11936.0
Illinois,17,2017,12802023.0,4808672.0,6507123.0,6294900.0,38.0,62992.0,1829903.0,857509.0,195094.0,115299.0,6234854.0,407967.0,6642821.0,2.6,195300.0,974.0,639171.0,4037466.0,1094.0,787253.0,266539.0,821301.0,299870.0,53616.0
Indiana,18,2017,6666818.0,2557299.0,3380666.0,3286152.0,37.7,54181.0,753268.0,320548.0,65072.0,50570.0,3184244.0,158556.0,3342800.0,2.53,141100.0,793.0,397382.0,2086914.0,722.0,437806.0,151746.0,405597.0,166990.0,29760.0
Iowa,19,2017,3145711.0,1257505.0,1583446.0,1562265.0,38.3,58570.0,406630.0,141796.0,32274.0,25120.0,1619600.0,60190.0,1679790.0,2.42,149100.0,760.0,181205.0,1036023.0,680.0,203587.0,73508.0,190331.0,83098.0,60287.0
Kansas,20,2017,2913123.0,1128983.0,1460550.0,1452573.0,36.7,56422.0,403542.0,180331.0,35827.0,23042.0,1436801.0,63084.0,1499885.0,2.51,150600.0,815.0,153169.0,940335.0,264.0,203037.0,65777.0,178240.0,71217.0,34990.0
Kentucky,21,2017,4454189.0,1725034.0,2259339.0,2194850.0,38.9,48375.0,423916.0,213672.0,56806.0,29158.0,1976688.0,115271.0,2091959.0,2.51,141000.0,724.0,306247.0,1365542.0,429.0,290045.0,99928.0,275716.0,113474.0,25260.0
Louisiana,22,2017,4684333.0,1737123.0,2394638.0,2289695.0,36.8,46145.0,482439.0,178692.0,53635.0,27759.0,2022766.0,141608.0,2164374.0,2.62,162500.0,836.0,359494.0,1316386.0,1348.0,311649.0,103937.0,291627.0,116602.0,14698.0
Maine,23,2017,1335907.0,540959.0,681144.0,654763.0,44.6,56277.0,193860.0,84719.0,20094.0,12934.0,671486.0,29493.0,700979.0,2.4,191200.0,806.0,71673.0,448465.0,1228.0,68575.0,24897.0,73873.0,43174.0,15088.0
Maryland,24,2017,6052177.0,2207343.0,3116355.0,2935822.0,38.7,80776.0,889090.0,534613.0,123599.0,105278.0,3098182.0,170419.0,3268601.0,2.68,312500.0,1337.0,220068.0,1940784.0,5490.0,369147.0,115752.0,376362.0,139270.0,11473.0
Massachusetts,25,2017,6859819.0,2604954.0,3526549.0,3333270.0,39.5,77385.0,1146586.0,653567.0,146185.0,132333.0,3599534.0,172091.0,3771625.0,2.54,385400.0,1208.0,285038.0,2266440.0,3525.0,370529.0,152896.0,410109.0,166795.0,12868.0
Michigan,26,2017,9962311.0,3930017.0,5055069.0,4907242.0,39.8,54909.0,1201375.0,588250.0,119225.0,76714.0,4654612.0,291020.0,4945632.0,2.48,155700.0,835.0,545303.0,3267660.0,603.0,591822.0,210850.0,574182.0,264152.0,45541.0
Minnesota,27,2017,5576606.0,2162211.0,2795892.0,2780714.0,37.9,68388.0,888880.0,330787.0,86812.0,55647.0,2960124.0,110757.0,3070881.0,2.52,224000.0,939.0,232534.0,1868221.0,1397.0,366787.0,114917.0,356243.0,138611.0,50179.0
Colorado,08,2017,5607154.0,2139207.0,2786985.0,2820169.0,36.8,69117.0,994894.0,421760.0,91918.0,66125.0,2899926.0,127259.0,3027185.0,2.57,348900.0,1240.0,191466.0,1895782.0,7200.0,348313.0,116269.0,392771.0,135392.0,36811.0
Mississippi,28,2018,2986530.0,1108630.0,1539701.0,1446829.0,37.7,44717.0,284701.0,122992.0,31636.0,19365.0,1231410.0,94796.0,1326206.0,2.61,123300.0,777.0,226003.0,847606.0,180.0,192526.0,76095.0,184834.0,72592.0,20037.0
Missouri,29,2018,6126452.0,2434806.0,3123287.0,3003165.0,38.8,54478.0,754906.0,351868.0,77529.0,51591.0,2921599.0,127857.0,3049456.0,2.44,162600.0,830.0,333351.0,2026809.0,870.0,380838.0,124006.0,371953.0,151481.0,45611.0
Montana,30,2018,1062305.0,431421.0,527523.0,534782.0,40.1,55328.0,152448.0,57723.0,14939.0,8295.0,523058.0,19003.0,542061.0,2.4,249200.0,811.0,59563.0,362938.0,112.0,64853.0,24574.0,66101.0,34626.0,26056.0
Nebraska,31,2018,1929268.0,765490.0,968055.0,961213.0,36.7,59566.0,269675.0,100126.0,23436.0,17493.0,999347.0,35872.0,1035219.0,2.45,161800.0,830.0,87932.0,659978.0,295.0,133923.0,40279.0,124804.0,47657.0,42566.0
Nevada,32,2018,3034392.0,1129810.0,1512018.0,1522374.0,38.2,58646.0,339675.0,124305.0,36387.0,21467.0,1446090.0,85276.0,1531366.0,2.65,292200.0,1108.0,132839.0,972650.0,2975.0,189434.0,56755.0,204946.0,73755.0,6993.0
New Hampshire,33,2018,1356458.0,531212.0,687016.0,669442.0,43.1,74991.0,217282.0,104805.0,20170.0,15322.0,729001.0,26906.0,755907.0,2.47,270000.0,1090.0,43854.0,475508.0,411.0,66046.0,29561.0,77396.0,41103.0,5037.0
New Jersey,34,2018,8908520.0,3249567.0,4558134.0,4350386.0,40.0,81740.0,1535321.0,707352.0,176756.0,105563.0,4487823.0,230383.0,4718206.0,2.69,344000.0,1336.0,325686.0,2866081.0,4626.0,529125.0,163478.0,571614.0,209286.0,12540.0
New Mexico,35,2018,2095428.0,794093.0,1055787.0,1039641.0,38.1,47169.0,221735.0,119066.0,24619.0,26292.0,875151.0,56803.0,931954.0,2.58,174700.0,830.0,152709.0,613975.0,3081.0,122698.0,45100.0,128922.0,55940.0,18548.0
New York,36,2018,19542209.0,7367015.0,10050896.0,9491313.0,39.0,67844.0,2846770.0,1618369.0,412115.0,214212.0,9504716.0,499801.0,10004517.0,2.57,325500.0,1274.0,888661.0,6297732.0,6022.0,1132251.0,389929.0,1198857.0,464598.0,46080.0
North Carolina,37,2018,10383620.0,4011462.0,5331376.0,5052244.0,38.9,53855.0,1454678.0,585019.0,126564.0,100540.0,4870838.0,254808.0,5125646.0,2.52,180600.0,900.0,544299.0,3358667.0,1202.0,619913.0,236051.0,637830.0,258883.0,61258.0
North Dakota,38,2018,760077.0,319355.0,368855.0,391222.0,35.4,63837.0,110664.0,26850.0,6960.0,4136.0,400818.0,11691.0,412509.0,2.3,198700.0,808.0,42019.0,257018.0,12.0,52882.0,20139.0,48050.0,18841.0,23104.0
Ohio,39,2018,11689442.0,4685447.0,5957347.0,5732095.0,39.5,56111.0,1431014.0,660793.0,142671.0,91132.0,5637441.0,292570.0,5930011.0,2.43,151100.0,797.0,586602.0,3974716.0,796.0,704675.0,242857.0,695109.0,311989.0,40279.0
Oklahoma,40,2018,3943079.0,1485310.0,1993003.0,1950076.0,36.7,51924.0,434570.0,167497.0,41277.0,24817.0,1791438.0,81669.0,1873107.0,2.58,140000.0,808.0,224688.0,1221297.0,168.0,266410.0,91567.0,248920.0,92054.0,26226.0
Oregon,41,2018,4190713.0,1639970.0,2110770.0,2079943.0,39.6,63426.0,621190.0,266350.0,65460.0,49543.0,2029021.0,106955.0,2135976.0,2.5,341800.0,1130.0,141058.0,1447984.0,2130.0,238253.0,76454.0,278457.0,123861.0,62170.0
Pennsylvania,42,2018,12807060.0,5070931.0,6535440.0,6271620.0,40.8,60905.0,1723226.0,808356.0,192203.0,138697.0,6248945.0,321234.0,6570179.0,2.44,186000.0,927.0,666091.0,4284331.0,2197.0,720009.0,261995.0,748578.0,350623.0,54560.0
Rhode Island,44,2018,1057315.0,406573.0,541415.0,515900.0,40.0,64340.0,147507.0,78052.0,16840.0,12262.0,527497.0,30862.0,558359.0,2.5,273800.0,998.0,50081.0,347697.0,313.0,57096.0,23526.0,61486.0,28633.0,2801.0
South Carolina,45,2018,5084127.0,1927991.0,2615420.0,2468707.0,39.7,52306.0,627144.0,268230.0,54446.0,39515.0,2315748.0,128847.0,2444595.0,2.57,170800.0,892.0,290601.0,1575835.0,2142.0,305182.0,123522.0,302604.0,140845.0,16732.0
South Dakota,46,2018,882235.0,345449.0,436964.0,445271.0,37.2,56274.0,117943.0,36966.0,10011.0,5478.0,453723.0,13845.0,467568.0,2.46,171500.0,734.0,50755.0,284376.0,5.0,62082.0,20636.0,53638.0,24287.0,26746.0
Tennessee,47,2018,6770010.0,2603140.0,3467819.0,3302191.0,38.9,52375.0,801616.0,328826.0,86098.0,58885.0,3133153.0,181951.0,3315104.0,2.54,177500.0,861.0,395020.0,2142152.0,274.0,420374.0,136573.0,416426.0,174473.0,22058.0
Texas,48,2018,28701845.0,9776083.0,14451661.0,14250184.0,34.9,60629.0,3627047.0,1438527.0,313592.0,221611.0,13491168.0,694485.0,14185653.0,2.87,186000.0,1046.0,1231590.0,8276364.0,7922.0,2031070.0,644096.0,1958237.0,576891.0,107486.0
Vermont,50,2018,626299.0,261373.0,318181.0,308118.0,43.1,60782.0,103068.0,49452.0,10821.0,9248.0,330947.0,13128.0,344075.0,2.3,233100.0,969.0,29942.0,217176.0,819.0,30438.0,17843.0,34485.0,19951.0,8496.0
Utah,49,2018,3161105.0,998891.0,1568648.0,1592457.0,31.0,71414.0,427561.0,160409.0,36599.0,27876.0,1533562.0,50175.0,1583737.0,3.12,303300.0,1043.0,60468.0,901280.0,1694.0,262540.0,72498.0,223572.0,59346.0,11492.0
Virginia,51,2018,8517685.0,3175524.0,4326947.0,4190738.0,38.3,72577.0,1296041.0,731653.0,153341.0,109422.0,4180915.0,183221.0,4364136.0,2.61,281700.0,1215.0,360402.0,2727092.0,1606.0,521188.0,188563.0,550805.0,209055.0,30528.0
Washington,53,2018,7535591.0,2895575.0,3768732.0,3766859.0,37.7,74073.0,1187508.0,524199.0,115719.0,85678.0,3692600.0,166229.0,3858829.0,2.55,373100.0,1316.0,218837.0,2612393.0,2291.0,475930.0,141344.0,511931.0,190137.0,91873.0
West Virginia,54,2018,1805832.0,734703.0,911175.0,894657.0,42.8,44097.0,163614.0,76634.0,18825.0,14030.0,741817.0,45639.0,787456.0,2.39,121300.0,735.0,132877.0,582670.0,174.0,98973.0,37501.0,110878.0,61199.0,6597.0
Wisconsin,55,2018,5813568.0,2371960.0,2922286.0,2891282.0,39.6,60773.0,775533.0,299862.0,70906.0,51775.0,2993716.0,98228.0,3091944.0,2.39,188500.0,847.0,295118.0,2015111.0,693.0,347406.0,120710.0,357503.0,161998.0,59814.0
Wyoming,56,2018,577737.0,230252.0,285118.0,292619.0,38.5,61584.0,66449.0,28596.0,5523.0,5015.0,287436.0,11684.0,299120.0,2.45,230500.0,818.0,24916.0,197871.0,277.0,36231.0,12575.0,37833.0,16986.0,9284.0
Puerto Rico,72,2018,3195153.0,1179637.0,1674738.0,1520415.0,42.9,20296.0,430692.0,120713.0,32733.0,26565.0,1004429.0,178219.0,1182648.0,2.68,110800.0,484.0,416176.0,746112.0,4408.0,150665.0,71152.0,187922.0,88787.0,12647.0
Alabama,01,2018,4887871.0,1855184.0,2518600.0,2369271.0,39.3,49861.0,536086.0,229484.0,50881.0,35586.0,2094271.0,124835.0,2219106.0,2.57,147900.0,788.0,321359.0,1479248.0,204.0,301394.0,110381.0,286454.0,124624.0,19856.0
Alaska,02,2018,737438.0,254551.0,354486.0,382952.0,34.9,74346.0,89635.0,38582.0,10849.0,7362.0,345769.0,25410.0,371179.0,2.79,276100.0,1177.0,24576.0,223473.0,50.0,53184.0,16352.0,49236.0,20211.0,5655.0
Arizona,04,2018,7171646.0,2614298.0,3606517.0,3565129.0,38.0,59246.0,898032.0,389350.0,88079.0,63032.0,3215136.0,181757.0,3396893.0,2.68,241100.0,1036.0,288885.0,2263443.0,18031.0,444188.0,152433.0,446978.0,183720.0,26081.0
Arkansas,05,2018,3013825.0,1156347.0,1537145.0,1476680.0,38.1,47062.0,296422.0,125495.0,30069.0,19289.0,1317275.0,61872.0,1379147.0,2.53,133100.0,731.0,212223.0,893235.0,399.0,194371.0,70677.0,182036.0,74687.0,31632.0
California,06,2018,39557045.0,13072122.0,19883492.0,19673553.0,36.7,75277.0,5704852.0,2365794.0,654240.0,446190.0,18930012.0,1108664.0,20038676.0,2.96,546800.0,1520.0,1147228.0,11625636.0,95807.0,2462308.0,826957.0,2656423.0,874156.0,405765.0
Colorado,08,2018,5695564.0,2176757.0,2830803.0,2864761.0,36.9,71953.0,1013989.0,444914.0,98977.0,67669.0,2982794.0,122498.0,3105292.0,2.56,373300.0,1289.0,180142.0,1951146.0,6536.0,348839.0,118215.0,403306.0,136056.0,34253.0
Delaware,10,2018,967171.0,367671.0,499247.0,467924.0,41.1,64805.0,124178.0,66391.0,10766.0,11657.0,458434.0,27858.0,486292.0,2.56,255300.0,1108.0,35433.0,325679.0,831.0,52800.0,18792.0,54832.0,27959.0,5941.0
District of Columbia,11,2018,702455.0,287476.0,368247.0,334208.0,33.9,85203.0,129782.0,109855.0,42734.0,19799.0,380983.0,31074.0,412057.0,2.31,617900.0,1516.0,34300.0,247744.0,434.0,40567.0,15286.0,51963.0,11423.0,1050.0
Connecticut,09,2018,3572665.0,1378091.0,1832132.0,1740533.0,41.1,76348.0,544028.0,325902.0,75528.0,41772.0,1822551.0,106371.0,1928922.0,2.51,277400.0,1171.0,141561.0,1202565.0,1579.0,189047.0,81463.0,208728.0,87889.0,7236.0
Florida,12,2018,21299325.0,7809358.0,10894649.0,10404676.0,42.2,55462.0,2920459.0,1190545.0,354163.0,182063.0,9734940.0,530845.0,10265785.0,2.67,230600.0,1182.0,872333.0,6673866.0,7099.0,1150013.0,404251.0,1283095.0,597139.0,84070.0
Georgia,13,2018,10519475.0,3803012.0,5399185.0,5120290.0,36.8,58756.0,1362317.0,606345.0,156547.0,98824.0,4953466.0,249896.0,5203362.0,2.7,189900.0,1008.0,503557.0,3191824.0,427.0,681402.0,240874.0,674726.0,223529.0,47629.0
Idaho,16,2018,1754208.0,640270.0,872050.0,882158.0,36.8,55583.0,213462.0,72465.0,16764.0,13571.0,806802.0,33438.0,840240.0,2.69,233100.0,848.0,63457.0,554601.0,442.0,121341.0,36174.0,109816.0,47881.0,38895.0
Hawaii,15,2018,1420491.0,455309.0,709789.0,710702.0,39.3,80212.0,218828.0,79475.0,21301.0,13969.0,684905.0,27230.0,712135.0,3.02,631700.0,1613.0,52435.0,391189.0,16595.0,87377.0,26415.0,92521.0,40096.0,8862.0
Illinois,17,2018,12741080.0,4864864.0,6475018.0,6266062.0,38.3,65030.0,1833666.0,887459.0,206789.0,124770.0,6294086.0,368739.0,6662825.0,2.56,203400.0,995.0,581667.0,4153846.0,1037.0,775713.0,258840.0,820568.0,305663.0,58436.0
Indiana,18,2018,6691878.0,2599169.0,3395905.0,3295973.0,37.8,55746.0,771811.0,325867.0,65283.0,48105.0,3238769.0,149266.0,3388035.0,2.5,147300.0,820.0,367029.0,2159472.0,970.0,435531.0,149634.0,411285.0,165287.0,34348.0
Iowa,19,2018,3156145.0,1267873.0,1591257.0,1564888.0,38.1,59955.0,413442.0,133905.0,35684.0,27509.0,1615999.0,60717.0,1676716.0,2.41,152000.0,777.0,163715.0,1065298.0,725.0,201169.0,75536.0,193316.0,82152.0,53390.0
Kansas,20,2018,2911510.0,1133408.0,1461765.0,1449745.0,37.1,58218.0,402368.0,179315.0,36989.0,27471.0,1442550.0,57197.0,1499747.0,2.5,159400.0,840.0,138127.0,959334.0,235.0,192932.0,67679.0,183376.0,75949.0,39276.0
Kentucky,21,2018,4468402.0,1732713.0,2269381.0,2199021.0,39.1,50247.0,442090.0,226181.0,53628.0,31886.0,1995789.0,109879.0,2105668.0,2.5,148100.0,779.0,257178.0,1421731.0,508.0,285681.0,96527.0,277751.0,116847.0,29283.0
Louisiana,22,2018,4659978.0,1737220.0,2383448.0,2276530.0,37.3,47905.0,496634.0,183295.0,49150.0,29574.0,2015672.0,137130.0,2152802.0,2.61,167300.0,854.0,314291.0,1359746.0,1365.0,304642.0,104998.0,290926.0,119152.0,22047.0
Maine,23,2018,1338404.0,570307.0,682670.0,655734.0,45.1,55602.0,197489.0,79762.0,19204.0,13595.0,678540.0,24865.0,703405.0,2.28,197500.0,839.0,70704.0,482739.0,1169.0,68220.0,22956.0,76188.0,45365.0,16801.0
Maryland,24,2018,6042718.0,2215935.0,3112368.0,2930350.0,38.8,83242.0,911761.0,546260.0,133920.0,108754.0,3090469.0,160777.0,3251246.0,2.66,324800.0,1371.0,206151.0,1957976.0,6019.0,370847.0,119642.0,378498.0,137712.0,13260.0
Massachusetts,25,2018,6902149.0,2624294.0,3551262.0,3350887.0,39.5,79835.0,1178868.0,681633.0,150773.0,140736.0,3622984.0,180720.0,3803704.0,2.54,400700.0,1295.0,251566.0,2313472.0,3078.0,367845.0,152362.0,412260.0,169310.0,13200.0
Michigan,26,2018,9995915.0,3957466.0,5069099.0,4926816.0,39.8,56697.0,1239251.0,590176.0,120783.0,81683.0,4708456.0,265532.0,4973988.0,2.47,162500.0,861.0,507279.0,3340015.0,1280.0,587466.0,215289.0,579279.0,273266.0,45250.0
Minnesota,27,2018,5611179.0,2194452.0,2817199.0,2793980.0,38.2,70315.0,920850.0,337189.0,86399.0,53690.0,2973535.0,104622.0,3078157.0,2.5,235400.0,969.0,220139.0,1914213.0,635.0,364442.0,112459.0,361715.0,144718.0,59404.0
Alabama,01,2019,4903185.0,1897576.0,2533574.0,2369611.0,39.4,51734.0,547975.0,246772.0,52179.0,38431.0,2153467.0,111622.0,2265089.0,2.52,154000.0,807.0,292172.0,1554796.0,120.0,293957.0,101944.0,293622.0,126212.0,17363.0
